,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,SalePrice
706,20,3,11.653982220886329,4,17,3,7,5,36,5,7,2,4,1219,0,424,1643,2,7.508787170634276,0,0,1,2,5,4,3,4,36.0,1,2,739,380,48,0,0,0,0,3,12.618182296357007
707,120,3,8.738735461363474,0,21,3,8,5,3,3,4,4,1,863,0,461,1324,4,7.188412736496954,0,0,1,2,6,4,4,4,3.0,3,2,550,192,38,0,0,0,0,3,
708,60,3,9.106977858981029,0,13,5,7,5,0,0,10,4,3,0,0,728,728,4,6.590301048196686,728,0,0,2,8,4,4,4,0.0,3,2,400,100,24,0,0,0,0,4,12.09815330331068
709,20,3,8.876544550558378,0,6,3,5,7,42,42,6,4,1,0,0,876,876,2,6.806829360392176,0,0,0,1,6,4,1,4,42.0,1,1,408,0,0,0,0,0,0,0,
710,30,3,8.326032685955079,0,3,3,3,6,73,5,10,2,1,0,0,270,270,3,6.591673732008658,0,0,0,1,5,0,1,0,28.0,0,0,0,0,0,0,0,0,0,3,
711,50,0,9.072456664612796,0,0,1,4,7,110,60,4,3,2,0,0,859,859,3,6.755768921984255,319,0,0,1,7,4,1,2,46.0,2,1,384,68,0,98,0,0,0,0,11.540307141711446
712,120,3,8.449128460502108,0,20,3,8,5,20,19,6,4,2,767,0,461,1228,3,7.113142108707088,0,0,1,2,5,4,4,4,20.0,3,2,472,168,120,0,0,0,0,3,12.14950229404178
713,190,3,9.19755903761145,0,3,3,4,5,36,36,6,2,3,789,0,171,960,2,6.866933284461882,0,0,1,1,6,4,1,2,36.0,1,2,576,0,288,0,0,0,0,3,11.76756768334381
714,60,3,9.511703431483827,4,6,5,6,8,34,5,6,2,1,533,0,192,725,4,6.586171654854675,754,0,0,2,6,4,1,4,34.0,2,2,475,0,44,0,0,0,0,3,11.779128505744886
715,20,3,9.224243277145174,0,12,3,6,5,35,35,6,2,1,0,0,1064,1064,2,7.2078598714324755,0,0,0,1,7,4,3,4,35.0,2,2,478,0,0,0,0,0,0,3,12.013700752882718
716,70,1,9.287301413112312,0,4,5,7,8,117,9,2,1,1,0,0,718,718,4,7.362645270417825,978,0,0,1,8,4,1,2,11.0,1,2,704,0,48,143,0,0,0,3,11.979799201207037
717,20,3,9.210340371976184,0,12,3,5,6,35,8,6,2,1,1084,0,92,1176,3,7.071573364211532,0,0,0,2,5,4,2,4,35.0,1,2,439,224,0,0,0,0,0,3,11.964001084330445
718,60,3,9.263122557415151,0,22,5,7,5,15,14,2,4,4,1173,0,138,1311,4,7.1891677384203225,1093,0,1,2,9,4,3,4,15.0,2,3,983,250,154,216,0,0,0,3,
719,20,3,9.20230820027892,0,14,3,5,6,37,37,6,2,4,523,0,448,971,2,6.878326468291325,0,0,0,1,5,4,0,4,37.0,1,1,300,0,0,0,0,0,0,3,11.763684183317412
720,120,3,8.789203094473724,4,20,3,8,5,21,21,6,4,4,1148,0,594,1742,2,7.462789157412448,0,0,1,2,5,4,3,4,21.0,2,2,564,114,28,234,0,0,0,3,12.524526376648708
721,120,1,8.395251520610994,0,14,3,6,5,6,6,10,4,3,662,0,186,848,4,6.742880635791903,0,0,1,2,3,4,1,4,6.0,2,2,420,160,0,0,0,0,0,3,11.870599909242044
722,20,3,9.002085433155724,0,8,3,4,7,39,39,4,2,1,191,0,673,864,4,6.761572768804055,0,0,0,1,5,4,1,2,15.0,1,2,463,0,0,0,0,0,0,3,11.732060994886899
723,50,3,9.008468955937513,0,5,1,4,6,54,36,4,4,1,0,0,941,941,4,6.904750769961838,473,0,0,1,7,4,1,2,50.0,1,1,548,0,0,0,0,156,0,3,11.813030057420567
724,20,3,9.494466128225186,0,5,3,9,5,2,1,9,4,1,1234,0,464,1698,4,7.437206366871292,0,0,1,3,8,4,4,4,2.0,3,3,768,327,64,0,0,0,0,3,12.676076274775909
725,20,3,8.847934753328465,0,8,3,4,6,39,39,6,2,1,375,239,250,864,2,6.761572768804055,0,0,0,2,5,4,1,2,20.0,1,2,660,96,0,0,0,0,0,3,11.699405031912846
726,20,3,9.98483709823245,1,16,3,6,9,21,2,2,2,1,808,0,72,880,4,7.426549072397305,0,0,1,2,5,4,4,4,21.0,3,2,540,292,44,0,182,0,0,3,12.310432660854417
727,20,3,8.897545598709327,0,14,3,7,5,2,2,10,4,3,724,0,508,1232,4,7.116394144093465,0,0,1,2,6,4,1,4,2.0,2,2,632,132,0,0,0,0,0,3,12.178187442040638
728,90,3,9.347926034928745,1,8,3,5,5,51,51,10,2,1,0,0,1584,1584,2,7.4821189235521155,0,0,1,1,9,4,1,2,41.0,1,3,888,0,25,0,0,0,0,0,11.608235644774552
729,30,1,8.738735461363474,0,0,1,4,5,84,59,4,2,1,152,0,628,780,2,6.742880635791903,0,360,0,1,5,4,1,2,47.0,1,2,539,0,23,112,0,0,0,3,11.542484267211773
730,120,3,8.592115117933497,0,20,3,8,5,15,14,9,4,1,1180,0,415,1595,4,7.38770923908104,0,0,1,2,5,4,3,4,15.0,2,2,608,237,152,0,0,0,0,3,12.373703486914124
731,80,3,9.168476167877484,1,19,4,7,5,4,4,10,4,3,786,0,82,868,4,7.044032897274685,0,0,1,2,6,4,4,4,4.0,3,2,438,160,22,0,0,0,0,3,
732,60,3,9.341719450032562,0,14,5,7,5,10,9,10,4,3,252,0,901,1153,4,7.050122520269059,878,0,0,2,8,4,3,4,10.0,3,2,541,192,84,0,0,0,0,3,12.312682380588432
733,20,3,9.210340371976184,1,6,3,5,6,48,26,6,2,1,594,0,270,864,4,7.042286171939743,0,0,1,1,6,4,3,4,48.0,2,1,264,165,0,0,0,0,0,3,
734,20,3,9.102532419341877,1,6,3,5,5,39,39,7,4,1,0,0,948,948,2,6.854354502255021,0,0,0,1,6,4,1,4,39.0,1,1,300,147,0,0,0,0,0,2,11.589886506106357
735,75,1,9.287301413112312,0,4,2,7,7,92,36,2,1,2,390,0,490,880,1,6.779921907472252,888,0,0,1,6,4,3,2,92.0,1,2,320,0,341,0,0,0,0,3,12.0015054797889
736,90,3,9.052984561199976,0,8,3,3,4,56,56,5,2,0,0,0,0,0,3,6.946975992135418,0,0,0,1,6,4,1,2,57.0,1,2,400,0,0,0,0,0,0,3,
737,60,3,9.255600503381046,4,13,5,8,5,1,1,10,4,1,0,0,893,893,4,6.803505257608338,900,0,0,2,8,4,4,4,1.0,3,3,800,0,116,0,0,0,0,3,
738,90,3,9.287301413112312,0,5,3,5,5,22,21,7,2,4,1200,0,0,1200,2,7.090076835776092,0,0,3,1,5,4,1,0,29.0,0,0,0,120,0,0,0,0,0,1,12.095141084822892
739,60,3,9.139166552521658,0,14,5,7,5,5,5,10,4,1,0,0,864,864,4,6.761572768804055,864,0,0,2,7,4,1,4,5.0,2,2,572,187,56,0,0,0,0,3,12.154779351142624
740,70,1,9.169518377455928,0,4,5,5,7,97,5,2,1,1,0,0,264,264,4,6.643789733147672,664,0,0,1,7,4,1,2,97.0,1,2,360,270,0,112,0,0,0,0,11.790557201568507
741,20,3,8.81996090128606,0,6,3,6,8,47,12,6,2,2,832,0,80,912,3,6.815639990074331,0,0,1,2,5,4,1,2,46.0,1,1,288,168,0,0,0,0,0,3,11.863582336583399
742,20,3,9.041921720351219,0,10,3,7,5,7,6,10,4,1,0,0,1349,1349,4,7.207118856207756,0,0,0,1,6,4,1,4,7.0,1,2,539,120,55,0,0,0,0,3,12.095141084822892
743,80,3,9.463896729698588,0,6,4,5,6,46,10,6,2,3,444,0,76,520,4,7.288927694521257,0,0,0,1,6,1,3,4,12.0,2,2,480,302,0,0,0,100,0,3,
744,120,3,8.593227877692234,0,20,3,8,5,15,15,6,4,1,733,0,604,1337,3,7.198183577101943,0,0,1,2,5,4,3,4,15.0,2,2,462,96,0,70,168,0,0,3,12.100712129872347
745,60,3,9.100860271357362,0,12,5,8,9,32,12,10,2,1,575,80,487,1142,4,7.069023426578259,1540,0,0,2,11,4,3,5,14.0,3,2,831,0,204,0,0,0,0,3,12.610870864650634
746,60,3,9.081938657171658,0,13,5,7,5,9,9,10,4,1,300,0,652,952,4,6.887552571664617,1276,0,0,2,8,4,3,5,9.0,3,2,554,224,54,0,0,0,0,3,12.371587084007746
747,70,1,9.367344120785848,1,4,5,7,7,129,6,5,3,1,0,0,1240,1240,2,7.1853870155804165,1320,0,0,2,8,4,4,2,59.0,1,4,864,181,0,386,0,0,0,3,12.491172637278908
748,20,3,9.267948684596496,0,22,3,7,5,14,14,10,4,1,919,0,801,1720,4,7.450079569807499,0,0,1,2,7,4,3,4,14.0,3,2,527,240,56,154,0,0,0,3,12.46997418931655
749,50,3,9.036582045842716,0,5,1,4,3,64,59,3,0,0,0,0,0,0,2,6.992096427415888,441,0,0,1,9,2,1,2,64.0,1,1,240,92,0,185,0,0,0,3,11.49272275765271
750,50,1,9.082507000466299,1,4,1,4,7,100,6,2,1,1,0,0,576,576,3,6.674561391814426,348,0,0,1,7,1,1,0,30.0,0,0,0,0,160,0,0,0,0,3,11.477298287327077
751,60,3,8.955448122347393,0,13,5,7,5,4,4,10,4,1,0,0,660,660,4,6.492239835020471,660,0,0,2,6,4,1,4,4.0,3,2,400,0,48,0,0,0,0,3,11.99535161421452
752,20,3,9.130864170474386,0,14,3,6,5,9,9,10,4,4,1200,0,279,1479,4,7.309212365692763,0,0,1,2,6,4,1,4,9.0,2,2,576,168,27,0,0,0,0,3,
753,60,3,9.234056898593499,0,21,5,8,5,1,1,10,4,2,0,0,1030,1030,3,6.945051063725834,1060,0,0,3,8,4,4,4,1.0,2,3,878,192,52,0,0,0,0,3,
754,20,3,8.978408314628894,0,8,3,6,8,40,4,7,2,1,439,472,115,1026,3,6.933423025730715,0,0,1,2,5,4,1,2,40.0,2,2,440,171,48,0,0,0,0,3,11.957611286231675
755,160,4,8.080237416216702,0,18,5,6,5,10,10,4,4,1,381,0,348,729,3,6.60934924316738,729,0,0,1,6,4,1,2,10.0,1,2,440,0,24,0,0,0,0,3,12.058152515453552
756,60,3,9.284426915328881,0,14,5,8,5,2,2,10,4,3,20,0,846,866,4,6.763884908562435,902,0,0,2,7,4,1,4,2.0,2,2,578,144,105,0,0,0,0,3,12.26434155365415
757,60,3,9.360138737064577,4,6,5,6,5,32,32,6,2,2,438,0,234,672,2,6.51025834052315,714,0,0,1,6,4,3,4,32.0,3,2,440,335,0,0,0,0,0,0,
758,160,4,7.731930721948486,0,18,5,7,5,9,9,4,4,1,549,0,195,744,3,6.6293632534374485,744,0,0,1,6,4,1,2,9.0,1,2,440,0,0,0,0,0,0,3,12.097373228606832
759,60,3,9.413852481341165,0,22,5,8,5,12,12,10,4,3,56,64,1198,1318,4,7.191429330036379,1203,0,0,2,9,4,3,4,12.0,2,3,752,222,98,0,0,0,0,3,12.577636201962656
760,20,3,9.116029692504942,0,8,3,6,6,50,50,2,2,1,612,0,252,864,4,6.761572768804055,0,0,0,1,5,4,1,2,1.0,1,1,300,0,0,0,0,0,0,3,11.755871643580617
761,30,1,8.840869624091395,2,3,3,5,5,85,59,2,4,2,405,0,740,1145,2,7.170888478512505,0,0,0,0,5,3,1,2,44.0,1,2,440,0,0,0,0,0,0,3,11.512925464970229
762,60,4,9.064157861798101,0,18,5,7,5,1,1,10,4,2,24,0,732,756,4,6.638567789166521,783,0,0,2,7,4,1,4,1.0,1,2,614,169,45,0,0,0,0,3,
763,60,3,9.151651375627504,0,22,5,8,5,10,10,10,4,2,1163,0,89,1252,4,7.145196134997171,1097,0,1,2,8,4,4,4,10.0,2,3,856,0,128,0,0,180,0,3,12.727838209334498
764,120,3,9.164191715950203,4,11,3,8,5,11,10,8,4,3,437,1057,0,1494,4,7.309212365692763,0,0,1,3,6,4,4,4,11.0,3,2,481,0,30,0,0,216,0,3,12.506177237980511
765,20,3,9.587886000086213,0,18,3,9,5,0,0,10,4,1,0,0,1498,1498,4,7.317212408359839,0,0,0,3,6,4,4,4,0.0,3,2,592,0,174,0,0,0,0,4,12.484204257170104
766,60,3,9.251578279992428,0,12,5,7,5,22,22,6,2,1,394,0,586,980,2,6.887552571664617,734,0,0,1,7,4,3,4,22.0,1,2,496,228,66,156,0,0,0,3,12.188417710291453
767,50,3,9.434123718577732,0,9,1,6,7,68,23,10,2,2,660,0,323,983,4,6.890609120147166,767,0,1,1,7,2,1,4,19.0,1,1,423,245,0,156,0,0,0,3,
768,20,3,9.116029692504942,0,14,3,7,5,2,1,10,4,1,24,0,1836,1860,4,7.515344571180436,0,0,0,2,8,4,4,4,2.0,3,2,484,120,33,0,0,0,0,3,12.28690119819279
769,60,3,10.887511696444374,4,20,5,8,5,7,7,9,4,4,1416,0,234,1650,4,7.432483807917119,1589,0,1,3,12,2,4,5,7.0,3,3,841,503,36,0,0,210,0,3,
770,85,3,8.889032571874742,4,6,0,5,5,27,27,2,2,3,685,0,173,858,2,6.754604099487962,0,0,1,1,5,4,1,2,26.0,1,2,576,120,0,0,0,0,0,3,11.812289042195847
771,20,3,9.09121894106832,0,5,3,4,5,55,55,2,2,1,836,0,0,836,2,7.106606137727303,0,0,0,1,6,4,1,2,55.0,1,2,396,0,0,0,0,0,0,3,
772,80,3,8.964311948124514,0,5,4,6,5,34,34,7,2,3,422,127,480,1029,2,7.018401799069201,0,0,1,1,6,4,3,2,34.0,1,2,672,144,0,0,0,0,0,0,11.580584113444043
773,20,3,9.225228984469933,0,8,3,5,5,49,49,2,2,1,456,0,456,912,4,6.815639990074331,0,0,0,1,5,4,1,4,49.0,2,1,275,0,0,0,0,0,0,3,11.648330101976432
774,20,3,9.56282655529346,1,21,3,8,5,1,1,10,4,3,0,0,1935,1935,3,7.587310506022615,0,0,0,2,9,4,4,4,1.0,3,3,895,315,45,0,0,0,0,4,12.886641043883259
775,120,1,8.411832675758411,2,9,3,6,5,11,11,10,4,1,866,0,338,1204,4,7.093404625868766,0,0,1,1,5,4,1,4,11.0,3,2,412,0,247,0,0,0,0,3,11.99535161421452
776,20,3,9.324561516066206,0,14,3,7,5,1,0,10,4,3,20,0,1594,1614,4,7.3864708488298945,0,0,0,2,7,4,1,4,1.0,2,3,865,144,59,0,0,0,0,4,12.308177868467327
777,20,3,9.499271663828395,0,6,3,5,5,32,32,6,2,1,762,0,102,864,2,6.795705775173514,0,0,1,1,5,4,2,4,32.0,1,2,440,241,0,0,0,0,0,3,
778,90,2,9.035986984831405,0,10,3,5,5,30,30,7,0,0,0,0,0,0,2,7.61085279039525,0,0,0,1,10,4,3,2,30.0,1,2,630,0,0,0,0,0,0,3,11.877568578558138
779,90,3,9.261983605128021,0,9,0,6,5,29,29,7,2,4,975,0,0,975,2,6.911747300251674,0,0,1,1,4,4,1,4,29.0,1,2,504,0,0,0,0,0,0,3,11.813030057420567
780,20,3,8.971448463693834,0,13,3,7,5,12,11,6,4,1,0,0,1237,1237,3,7.133295954896068,0,0,0,1,6,4,3,4,12.0,3,2,402,220,21,0,0,0,0,3,12.078239274020289
781,60,3,8.875287128108384,0,10,5,6,5,14,14,10,4,1,387,0,374,761,4,6.697034247666484,793,0,0,2,7,4,1,4,14.0,2,2,484,0,124,0,0,0,0,3,12.077670930725649
782,20,3,9.697999717710333,0,14,3,7,5,8,7,10,4,1,0,0,1413,1413,4,7.265429723253953,0,0,0,2,6,4,1,4,8.0,2,2,605,0,33,0,0,0,0,3,12.139398512262181
783,85,3,9.116139576577355,1,9,0,5,6,31,31,7,4,3,1097,0,0,1097,4,7.01211529430638,0,0,1,2,4,4,3,4,31.0,3,2,602,303,30,0,0,0,0,3,
784,75,1,8.748304912379623,0,4,2,6,6,94,7,2,2,1,0,0,742,742,4,6.60934924316738,742,0,0,1,9,4,4,0,28.0,0,0,0,0,291,134,0,0,0,3,
785,20,3,9.189116735524555,0,12,3,6,5,42,42,8,2,1,251,630,491,1372,2,7.201916317531627,0,0,0,1,7,4,4,4,42.0,1,2,457,0,0,0,0,197,0,3,11.992260421644849
786,50,1,9.287301413112312,0,4,1,5,6,95,60,4,4,1,686,0,0,686,2,6.873163834212518,686,0,1,1,7,4,1,2,49.0,1,1,416,0,0,196,0,0,0,3,11.842229212112828
787,60,3,9.224440496354964,0,10,5,7,5,6,6,10,4,1,656,0,300,956,4,6.862757913051401,1128,0,1,2,8,4,1,5,6.0,2,2,618,0,45,0,0,0,0,3,12.358793732547838
788,20,1,8.699514748210191,1,4,3,4,7,54,8,4,2,1,0,0,901,901,4,6.803505257608338,0,0,0,1,4,4,1,2,54.0,1,1,281,0,0,0,0,0,0,3,11.588960151246226
789,60,3,9.40960098282706,0,17,5,6,8,41,0,6,2,4,568,0,264,832,3,6.883462586413092,1111,0,0,2,9,4,1,4,41.0,3,2,444,133,168,0,0,0,0,3,12.141534124392603
790,120,3,8.065265208897733,0,15,3,7,5,4,3,10,4,1,16,0,1129,1145,4,7.0431599159883405,0,0,0,2,5,4,4,4,4.0,3,2,397,100,16,0,0,0,0,3,11.984178313616395
791,80,3,9.335474102732949,1,9,4,6,5,31,31,6,4,3,539,0,490,1029,2,6.967909201801884,0,0,1,1,5,4,3,4,31.0,2,2,539,120,0,0,0,0,0,3,11.896826395162552
792,60,3,9.20230820027892,4,22,5,7,5,11,10,4,4,3,862,0,255,1117,4,7.027314514039777,886,0,1,1,8,4,3,4,10.0,1,2,455,180,130,0,0,0,0,3,
793,20,3,9.12238309321704,0,18,3,8,5,0,0,9,4,3,0,0,1496,1496,4,7.310550158534422,0,0,0,2,7,4,1,4,0.0,3,2,474,168,130,0,0,0,0,4,12.323855681186558
794,60,3,9.290259995152056,1,13,5,7,5,14,12,4,4,1,0,0,712,712,4,6.990256500493881,809,0,0,2,7,4,3,4,14.0,3,2,409,143,46,0,0,0,0,3,12.178187442040638
795,60,3,9.035986984831405,0,10,5,6,6,30,29,6,2,1,0,0,650,650,2,6.78897174299217,676,0,0,1,7,4,3,4,30.0,1,2,476,0,50,0,0,204,0,3,12.049418835484797
796,20,3,9.011523512653032,0,6,3,6,5,30,30,7,2,1,0,0,660,660,4,7.158513997329321,0,0,0,1,7,4,3,4,30.0,2,2,528,138,0,0,0,0,0,3,11.874090314181814
797,20,3,8.945984124827898,0,8,3,5,5,55,55,10,2,1,570,0,203,773,3,6.650279048587422,0,0,0,1,4,4,1,4,55.0,1,1,240,0,0,0,0,0,0,0,
798,60,3,9.511777409660299,0,21,5,9,5,1,0,10,4,1,0,0,1926,1926,4,7.583756300707112,1174,0,0,3,11,4,4,5,0.0,3,3,820,144,78,0,0,0,0,4,
799,50,3,8.881836305004146,1,7,1,5,7,70,57,2,1,1,569,0,162,731,4,6.8885724595653635,787,0,1,2,7,4,3,2,68.0,1,1,240,0,0,264,0,0,0,3,12.072541252905651
800,60,3,9.457044187699406,0,17,5,6,5,11,11,10,4,4,462,0,154,616,3,6.423246963533519,1072,0,1,2,8,4,1,4,11.0,2,2,603,403,114,185,0,0,0,3,12.206072645530174
801,30,1,8.476371196895983,0,0,3,4,7,91,17,4,2,1,197,0,999,1196,4,7.086737934510577,0,0,1,1,5,4,1,2,50.0,1,2,440,0,0,0,0,0,0,3,11.607326140391713
802,60,3,9.011767474596178,0,14,5,7,5,3,3,3,4,3,648,0,80,728,4,6.590301048196686,728,0,1,2,7,4,4,4,3.0,3,2,410,36,18,0,0,0,0,3,
803,60,3,9.53899642739739,0,21,5,9,5,1,0,10,4,4,0,0,1734,1734,4,7.458186157340487,1088,0,0,3,12,4,4,5,0.0,2,3,1020,52,170,0,0,192,0,4,13.275827535915461
804,20,3,9.104979856318357,0,8,3,5,5,52,52,2,2,1,812,0,124,936,2,7.028201432058005,0,0,0,1,5,3,1,4,52.0,1,1,286,0,0,0,0,0,0,2,
805,20,3,9.415238482949043,2,18,3,7,5,0,0,10,4,1,0,0,1417,1417,4,7.2640301428995295,0,0,0,3,6,4,1,4,0.0,2,2,554,0,60,0,0,0,0,4,12.33569641332368
806,80,3,9.185022563991893,0,8,4,5,5,39,39,10,4,3,400,480,100,980,3,6.887552571664617,0,0,0,1,6,4,1,4,39.0,3,1,384,68,0,0,0,0,0,3,11.816726919301892
807,70,3,9.970398257818754,0,3,5,5,6,86,5,2,2,4,1309,0,15,1324,4,6.977281341630747,504,0,2,2,6,4,3,4,86.0,2,2,528,0,312,0,0,0,0,3,12.31716669303576
808,80,3,9.503009985939002,0,8,4,5,5,40,40,10,2,3,516,128,380,1024,2,6.990256500493881,0,0,1,1,6,4,4,4,40.0,2,2,484,0,0,0,0,0,0,3,11.982616545377663
809,75,1,8.99961934066053,1,4,2,5,5,111,44,0,4,1,0,0,849,849,2,6.980075940561763,1063,0,0,1,11,4,1,2,99.0,1,2,360,40,156,0,0,0,0,3,11.571194373094205
810,20,3,9.224243277145174,0,12,3,6,6,32,7,6,2,1,663,377,0,1040,1,7.1770187659099,0,0,1,2,5,4,2,4,32.0,2,2,484,265,0,0,0,0,648,3,12.106252310247962
811,120,1,8.39795910349254,0,14,3,6,5,4,4,10,4,4,662,0,186,848,4,6.742880635791903,0,0,1,2,4,4,4,4,4.0,3,2,420,140,0,0,0,0,0,3,11.881034786534624
812,20,0,9.072456664612796,0,0,3,5,5,58,58,2,2,3,0,0,540,540,2,6.950814768442584,0,0,0,0,4,4,1,3,58.0,1,2,504,0,0,0,0,0,0,1,10.932981961904135
813,20,3,9.185022563991893,0,8,3,6,6,49,49,4,2,1,608,0,834,1442,3,7.273786317844895,0,0,0,1,7,4,1,4,49.0,2,1,301,0,0,275,0,0,0,3,11.969717200243734
814,50,3,9.017726025696795,0,5,1,5,7,88,56,5,1,1,0,0,686,686,3,6.530877627725885,564,0,0,0,7,4,1,2,51.0,1,1,280,207,0,96,0,0,0,3,11.661345470088502
815,20,3,9.404013917106361,4,14,3,7,5,12,12,10,4,1,0,0,1649,1649,4,7.415175109613295,0,0,0,2,6,4,1,4,12.0,2,2,598,0,34,0,0,0,0,3,12.323411137947407
816,20,3,9.343559215762406,1,8,3,5,6,52,52,8,2,1,486,0,522,1008,3,6.915723448631314,0,0,0,1,4,4,4,4,52.0,2,1,275,0,0,120,0,0,0,3,11.827736204810263
817,20,3,9.49288426657184,4,9,3,8,5,6,6,9,4,1,1218,0,350,1568,4,7.4318919168078,0,0,1,2,7,4,4,4,6.0,2,3,857,150,59,0,0,0,0,3,
818,80,3,9.084323531392696,0,17,4,6,7,39,39,6,2,3,504,0,506,1010,3,6.9584483932976555,0,0,1,1,6,4,1,4,39.0,1,2,440,0,0,0,0,0,0,3,11.951180395901384
819,120,3,8.759511722116487,0,21,3,7,5,1,0,10,4,2,733,0,625,1358,4,7.213768308118642,0,0,1,2,6,4,4,4,0.0,2,2,484,192,35,0,0,0,0,4,12.319401330837177
820,60,3,8.885440911707585,4,14,5,7,5,5,5,10,4,1,0,0,798,798,4,6.682108597449809,842,0,0,2,6,4,1,4,5.0,2,2,595,0,45,0,0,0,0,3,
821,20,1,8.699514748210191,0,4,3,4,4,56,56,4,2,1,0,0,936,936,2,6.841615476477592,0,0,0,1,4,1,1,2,35.0,1,2,576,0,32,112,0,0,0,3,11.440354772135393
822,60,3,9.424967763522053,1,13,5,7,5,4,4,10,4,4,0,0,847,847,4,6.741700694652055,886,0,0,2,7,4,4,5,4.0,3,2,433,100,48,0,0,0,0,2,12.323855681186558
823,50,3,9.20029003612268,0,7,1,6,7,69,59,10,1,1,0,0,778,778,2,6.8501261661455,545,0,0,1,7,4,4,2,69.0,1,1,240,335,0,0,0,0,0,3,11.845819880243557
824,20,4,9.325096609274372,0,18,3,8,5,0,0,10,4,1,0,0,1489,1489,4,7.305860032684009,0,0,0,2,7,4,4,4,0.0,2,2,776,0,140,0,0,0,0,4,12.3570755190667
825,20,3,9.602585141913492,0,21,3,10,5,1,0,9,4,3,1636,0,442,2078,4,7.642044402873258,0,0,1,3,7,4,4,4,1.0,3,3,1220,188,45,0,0,0,0,4,12.86099861326992
826,45,1,8.720950028930258,0,3,2,5,6,84,58,4,1,1,784,0,0,784,3,6.664409020350408,0,0,1,2,5,4,1,0,28.0,0,0,0,0,0,116,0,0,0,3,11.603679828238693
827,20,3,9.05122740031911,0,10,3,7,5,8,8,10,4,1,20,0,1434,1454,4,7.2682230211595655,0,0,0,2,6,4,3,4,8.0,2,2,527,290,39,0,0,0,0,3,12.14950229404178
828,60,3,10.264582712908352,4,17,5,5,5,42,42,7,4,4,249,764,0,1013,2,7.05617528410041,966,0,0,1,7,1,1,4,42.0,3,2,538,486,0,0,0,225,0,0,
829,160,4,7.841492924460013,0,18,5,7,5,1,1,4,4,1,0,0,600,600,4,6.253828811575473,623,80,0,2,4,4,1,2,1.0,2,2,480,0,166,0,0,0,0,3,11.900905258737373
830,20,3,9.38429367909962,1,8,3,6,5,51,51,6,2,1,1040,0,352,1392,2,7.238496840894365,0,0,1,1,6,4,4,4,51.0,2,2,458,0,0,0,0,192,0,3,
831,160,4,8.064636475774222,0,18,5,7,5,1,1,4,4,1,0,0,600,600,4,6.253828811575473,600,80,0,2,4,4,1,2,1.0,2,2,480,0,166,0,0,0,0,3,
832,60,3,9.16408698745872,4,14,5,7,6,7,7,10,4,1,483,0,458,941,4,6.846943139585379,888,0,1,2,7,4,3,4,7.0,2,2,613,192,39,0,0,0,0,3,12.375815420117268
833,20,3,9.21074029199751,0,8,3,6,6,45,45,6,2,1,196,345,975,1516,2,7.323830566202317,0,0,0,1,6,4,1,4,45.0,2,2,472,0,0,0,0,152,0,3,12.025749091398891
834,20,3,8.971448463693834,0,8,3,5,6,47,47,10,2,1,572,0,572,1144,3,7.042286171939743,0,0,1,1,6,4,1,4,47.0,1,2,456,0,0,0,0,0,0,3,11.8490404949436
835,20,3,9.169518377455928,0,6,3,4,7,60,15,10,2,1,442,0,625,1067,2,6.9726062513017535,0,0,0,2,4,1,1,4,14.0,1,2,436,290,0,0,0,0,0,3,
836,30,1,8.99961934066053,0,4,3,5,6,59,34,10,1,1,338,0,1221,1559,3,7.351799869057777,0,0,1,1,5,1,1,2,59.0,1,2,812,0,116,230,0,0,0,3,11.941455846009388
837,160,1,7.426549072397305,0,2,5,6,5,35,35,6,2,1,330,0,153,483,2,6.180016653652572,504,0,1,1,5,4,1,2,35.0,1,1,264,0,0,0,0,0,0,3,11.512925464970229
838,20,3,9.161675199994901,0,14,3,5,6,13,2,10,4,1,0,0,1099,1099,4,7.002155954403621,0,0,0,2,6,4,1,4,9.0,1,1,352,278,0,0,0,0,0,3,
839,50,3,9.37305428246393,0,5,1,5,6,62,13,4,2,1,352,0,416,768,4,6.643789733147672,432,0,0,1,6,4,1,2,62.0,1,1,240,0,0,0,0,0,0,3,11.779128505744886
840,70,2,9.405495886750224,0,7,5,6,8,83,58,2,1,1,156,0,516,672,2,6.697034247666484,672,0,0,0,7,4,1,2,74.0,1,1,400,0,0,254,0,0,0,3,11.84939770159144
841,70,1,9.25339986143663,0,4,5,5,8,104,6,4,4,1,0,0,650,650,3,6.86484777797086,581,0,0,2,8,4,0,2,25.0,1,2,686,70,78,68,0,0,0,3,
842,80,3,9.10719961305667,0,8,4,6,7,42,42,6,2,4,312,539,276,1127,2,7.060476365999801,0,0,1,1,6,4,1,4,42.0,2,2,490,0,129,0,0,0,0,3,12.071969661006694
